hour,visits,week_start,week_end
21,0,2024-08-26,2024-09-01
22,0,2024-08-26,2024-09-01
23,0,2024-08-26,2024-09-01
0,0,2024-09-02,2024-09-08
1,0,2024-09-02,2024-09-08
2,0,2024-09-02,2024-09-08
3,0,2024-09-02,2024-09-08
4,0,2024-09-02,2024-09-08
5,0,2024-09-02,2024-09-08
6,0,2024-09-02,2024-09-08
7,0,2024-09-02,2024-09-08
8,31,2024-09-02,2024-09-08
9,88,2024-09-02,2024-09-08
10,230,2024-09-02,2024-09-08
11,395,2024-09-02,2024-09-08
12,829,2024-09-02,2024-09-08
13,974,2024-09-02,2024-09-08
14,1120,2024-09-02,2024-09-08
15,967,2024-09-02,2024-09-08
16,653,2024-09-02,2024-09-08
17,328,2024-09-02,2024-09-08
18,73,2024-09-02,2024-09-08
19,68,2024-09-02,2024-09-08
20,0,2024-09-02,2024-09-08
21,0,2024-09-02,2024-09-08
22,0,2024-09-02,2024-09-08
23,0,2024-09-02,2024-09-08
0,0,2024-09-09,2024-09-15
1,0,2024-09-09,2024-09-15
2,0,2024-09-09,2024-09-15
3,0,2024-09-09,2024-09-15
4,0,2024-09-09,2024-09-15
5,0,2024-09-09,2024-09-15
6,0,2024-09-09,2024-09-15
7,0,2024-09-09,2024-09-15
8,0,2024-09-09,2024-09-15
9,28,2024-09-09,2024-09-15
10,286,2024-09-09,2024-09-15
11,755,2024-09-09,2024-09-15
12,1277,2024-09-09,2024-09-15
13,1001,2024-09-09,2024-09-15
14,975,2024-09-09,2024-09-15
15,827,2024-09-09,2024-09-15
16,873,2024-09-09,2024-09-15
17,241,2024-09-09,2024-09-15
18,49,2024-09-09,2024-09-15
19,53,2024-09-09,2024-09-15
20,27,2024-09-09,2024-09-15
21,0,2024-09-09,2024-09-15
22,0,2024-09-09,2024-09-15
23,0,2024-09-09,2024-09-15
0,0,2024-09-16,2024-09-22
1,0,2024-09-16,2024-09-22
2,0,2024-09-16,2024-09-22
3,0,2024-09-16,2024-09-22
4,0,2024-09-16,2024-09-22
5,0,2024-09-16,2024-09-22
6,0,2024-09-16,2024-09-22
7,0,2024-09-16,2024-09-22
8,0,2024-09-16,2024-09-22
9,124,2024-09-16,2024-09-22
10,262,2024-09-16,2024-09-22
11,528,2024-09-16,2024-09-22
12,376,2024-09-16,2024-09-22
13,557,2024-09-16,2024-09-22
14,935,2024-09-16,2024-09-22
15,894,2024-09-16,2024-09-22
16,518,2024-09-16,2024-09-22
17,165,2024-09-16,2024-09-22
18,0,2024-09-16,2024-09-22
19,0,2024-09-16,2024-09-22
20,0,2024-09-16,2024-09-22
21,0,2024-09-16,2024-09-22
22,0,2024-09-16,2024-09-22
23,0,2024-09-16,2024-09-22
